service_request_id,service_request_parent_id,sap_notification_number,requested_datetime,case_age_days,service_name,case_record_type,updated_datetime,status,lat,long,council_district,comm_plan_code,comm_plan_name,park_name,case_origin,referred,public_description
122609,NA,NA,2016-12-05T17:01:00,0,Sidewalk Repair Issue,TSW,2016-12-05T00:00:00,Closed,32.73727566,-117.2366133,2,30,Peninsula,,Mobile,,"Water valve was replaced, but the manhole cover was not. Leaving a dangerous hole in the sidewalk."
2501785,2501725,NA,2019-02-05T06:17:00,14,Traffic Signal Timing Issue,TSW,2019-02-19T00:00:00,Closed,32.72740123,-117.0677275,4,11,Encanto Neighborhoods,,Mobile,,Traffic like stuck on red
2395501,NA,NA,2018-09-08T15:48:00,NA,Other,TSW,,Referred,32.75201641,-117.2351818,2,23,Ocean Beach,,Mobile,This report has been referred to Police - Active Homeless Encampments at neighborhoodpolicing@pd.sandiego.gov,Homeless living in city lot on corner Nimitz & W Point Loma
2429206,2429174,NA,2018-10-23T10:57:00,7,72 Hour Violation,Parking,2018-10-30T00:00:00,Closed,32.68862,-117.11377,9,37,Southeastern San Diego,,Mobile,,Van has been parked for 3 weeks.
288324,NA,NA,2018-01-31T10:09:00,1,72 Hour Violation,Parking,2018-02-01T00:00:00,Closed,32.79804943,-117.2300457,2,27,Pacific Beach,,Mobile,,
101965,NA,1.50001E+11,2016-08-27T11:46:00,31,Street Light Other Problem,TSW,2016-09-27T00:00:00,Closed,32.713782,-117.169209,3,4,Downtown,,Mobile,,Inspection plate on light pole missing exposed wires
272293,NA,1.50001E+11,2017-12-23T11:35:00,1,Other,TSW,2017-12-24T00:00:00,Closed,32.7287062,-117.1283601,3,8,Greater Golden Hill,,Mobile,This report has been referred to Water and Sewer (PUD) at water@sandiego.gov,meter lid missing. referred to SWIM
2582549,NA,NA,2019-05-04T13:40:00,0,Illegal Dumping,ESD Complaint/Report,2019-05-04T00:00:00,Closed,32.734707,-117.0877308,4,57,Mid-City:Eastern Area,,FO Self Generate,,car seat
339351,NA,NA,2018-05-23T13:22:00,0,Graffiti Removal,TSW,2018-05-23T00:00:00,Closed,32.68690322,-117.1153021,8,2,Barrio Logan,,Crew/Self Generated,,Graffiti Reported at 3644-3652Dalbergia St
253166,NA,3.5E+11,2017-11-01T10:32:00,14,Storm Water Code Enforcement - Illegal Discharge,TSW,2017-11-15T00:00:00,Closed,32.76216096,-117.1519459,3,42,Uptown,,Email,,
2431830,NA,NA,2018-10-26T10:10:00,12,Graffiti Removal,TSW,2018-11-07T00:00:00,Closed,32.75100301,-117.1039286,9,56,Mid-City:City Heights,,Mobile,,
2615814,NA,NA,2019-06-07T14:50:00,4,Parking Zone Violation,Parking,2019-06-11T00:00:00,Closed,32.81132718,-117.2532526,2,27,Pacific Beach,,Mobile,,
97125,NA,1.50001E+11,2016-08-01T22:47:00,14,Drain Maintenance ,TSW,2016-08-16T00:00:00,Closed,32.84884208,-117.2707826,1,10,La Jolla,,Web,,Standing water for a couple of days in front of a storm drain in La Jolla. Corner of Prospect Place and Prospect Street. Nearest business Berkshire Hathaway.
2494778,NA,NA,2019-01-27T14:06:00,11,Graffiti Removal,TSW,2019-02-07T00:00:00,Closed,32.69670769,-117.0928519,4,11,Encanto Neighborhoods,,Web,,
2498155,NA,NA,2019-01-31T09:45:00,NA,OTHER,TSW,,Referred,32.756402,-117.084173,9,56,Mid-City:City Heights,,Mobile,This report has been referred to Police - Active Homeless Encampments at neighborhoodpolicing@pd.sandiego.gov,
218512,NA,NA,2017-08-04T09:00:00,3,Graffiti Removal,TSW,2017-08-07T00:00:00,Closed,32.74775,-117.1014638,9,56,Mid-City:City Heights,,Mobile,,Graffiti on sign
2547216,NA,NA,2019-03-27T07:32:00,79,Vegetation Encroachment,TSW ROW,,In Process,32.77058684,-117.1156902,3,59,Mid-City:Normal Heights,,Mobile,,Sidewalk blocked
2460366,NA,NA,2018-12-07T16:42:00,0,Parking Zone Violation,Parking,2018-12-07T00:00:00,Closed,32.79778667,-117.2340783,2,27,Pacific Beach,,Mobile,,Car blocked alley. Trucks can't get past and honking
346061,NA,NA,2018-06-07T09:27:00,0,Graffiti Removal,TSW,2018-06-07T00:00:00,Closed,32.71293713,-117.1464181,8,37,Southeastern San Diego,,Crew/Self Generated,,Graffiti Reported at
2573714,NA,NA,2019-04-25T10:36:00,1,Potential Missed Collection,ESD Complaint/Report,2019-04-26T00:00:00,Closed,32.5842602,-117.0493882,8,25,Otay Mesa-Nestor,,Phone,,MISSED REFUSE
2555002,NA,NA,2019-04-04T13:01:00,1,Out Late,ESD Complaint/Report,2019-04-05T00:00:00,Closed,32.5737602,-117.042009,8,25,Otay Mesa-Nestor,,Phone,,container put out late by resident
109344,NA,1.50001E+11,2016-10-01T07:30:00,25,Vegetation Encroachment,TSW,2016-10-26T00:00:00,Closed,32.75900237,-117.1375302,3,28,North Park,,Mobile,,Overgrown hedges blocking the sidewalk.
116990,NA,NA,2016-11-07T21:53:00,NA,Parking Meter,TSW,,Referred,32.7114733,-117.1720762,3,4,Downtown,,Web,This report has been referred to Parking Department at parking@sandiego.gov,
213712,NA,NA,2017-07-23T20:28:00,NA,72 Hour Violation,Parking,,Referred,32.7900798,-117.1195393,7,35,Serra Mesa,,Web,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
87284,NA,1.50001E+11,2016-06-10T09:46:00,26,Street Light Out,TSW,2016-07-06T00:00:00,Closed,32.71475351,-117.1424926,3,8,Greater Golden Hill,,Phone,,Streetlight out
211944,NA,NA,2017-07-19T05:37:00,NA,72 Hour Violation,Parking,,Referred,32.8779557,-117.1847444,1,99,University,,Web,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
2470661,NA,NA,2018-12-23T07:48:00,36,72 Hour Violation,Parking,2019-01-28T00:00:00,Closed,32.81637,-117.18352,6,6,Clairemont Mesa,,Web,,vehicle has been parked in same spot for over 2 months
384824,NA,NA,2018-07-30T18:29:00,NA,Illegal Dumping,ESD Complaint/Report,,Referred,32.56062571,-116.9857243,8,26,Otay Mesa,,Mobile,This report has been referred to Environmental Services at trash@sandiego.gov,Boat and container
205914,NA,NA,2017-07-05T13:59:00,9,Graffiti Removal,TSW,2017-07-14T00:00:00,Closed,32.71716043,-117.1537563,3,4,Downtown,,Mobile,,
214454,NA,NA,2017-07-25T11:08:00,NA,Graffiti Removal,TSW,,Referred,32.7475572,-117.0756443,9,57,Mid-City:Eastern Area,,Web,This report has been referred to Graffiti ? SDGE Poles and Boxes at aesgraffitihotline4sdge@yahoo.com,Graffiti on utility box in front of liquor store
2441931,NA,40300081695,2018-11-09T17:18:00,11,Street Light on During Day,TSW,2018-11-20T00:00:00,Closed,32.762904,-117.14425,3,42,Uptown,OLD TROLLEY BARN NP,Web,,Light is now working. Please disregard request earlier reported.
2618435,NA,NA,2019-06-10T23:06:00,NA,Other,TSW,2019-06-11T00:00:00,Referred,32.824459,-117.101177,7,47,Tierrasanta,,Mobile,This report has been referred to Police CRO ? Eastern at sdpdeastern@pd.sandiego.gov,Jack hammer at 11 pm
290898,NA,NA,2018-02-06T18:06:00,57,Graffiti Removal,TSW,2018-04-04T00:00:00,Closed,32.74303833,-117.1039888,9,56,Mid-City:City Heights,,Mobile,,
2457431,NA,NA,2018-12-04T14:14:00,0,Homeless Encampment,ESD Complaint/Report,2018-12-04T00:00:00,Closed,32.7695339,-117.1530332,7,19,Mission Valley,,Phone,,
2417442,2417524,NA,2018-10-07T10:20:00,113,Illegal Dumping,ESD Complaint/Report,2019-01-28T00:00:00,Closed,32.775538,-117.099992,9,58,Mid-City:Kensington-Talmadge,,Mobile,,"Homeless trash, stolen bikes etc"
237656,NA,3.5E+11,2017-09-21T16:16:00,325,Storm Water Code Enforcement - Illegal Discharge,TSW,2018-08-13T00:00:00,Closed,32.74796008,-117.1274245,3,28,North Park,,Crew/Self Generated,,
153153,NA,1.50001E+11,2017-02-26T20:31:00,13,Pothole,TSW,2017-03-12T00:00:00,Closed,32.72596808,-117.22082,2,30,Peninsula,,Mobile,,Deep on #1 lane
350029,NA,NA,2018-06-15T06:09:00,NA,Paint Striping - Maintain,TSW,,Referred,32.83483319,-117.1356087,6,50,Kearny Mesa,,Mobile,This report has been referred to Field Engineering at engineering@sandiego.gov,Its been more than a week since the road was repaved and no stripping has been done.  Cars are not parking right and it is creating a nightmare.
391554,NA,40300060087,2018-08-11T12:41:00,6,Traffic Signal On Flash,TSW,2018-08-17T00:00:00,Closed,32.560449,-116.962053,8,26,Otay Mesa,,Mobile,,Stoplights have been flashing for days now
111249,NA,NA,2016-10-11T06:28:00,NA,Other,TSW,,Referred,32.75886712,-117.1350409,3,28,North Park,,Mobile,This report has been referred to Water and Sewer (PUD) at water@sandiego.gov,The backflow at Garfield elementary school is leaking.
2478657,NA,NA,2019-01-06T11:28:00,22,Illegal Dumping,ESD Complaint/Report,2019-01-28T00:00:00,Closed,32.7621467,-117.0587379,9,57,Mid-City:Eastern Area,,Mobile,,Street/gutter during in front of or possibly from adjacent rental property.
2607103,NA,NA,2019-05-30T20:23:00,0,Illegal Dumping,ESD Complaint/Report,2019-05-30T00:00:00,Closed,32.7463557,-117.2392957,2,30,Peninsula,,FO Self Generate,,Box Spring
2582151,2578527,NA,2019-05-03T22:52:00,42,Street Light Out,TSW,,In Process,32.8067413,-117.2450832,2,27,Pacific Beach,,Web,,streetlight has been out for a few nights
2387247,NA,40300064537,2018-08-28T20:21:00,169,Pavement Repair Issue,TSW,2019-02-13T00:00:00,Closed,32.7922259,-117.1699017,7,12,Linda Vista,LINDA VISTA CP,Web,,"Please provide personnel, equipment, and materials to repair a couple of potholes located in the main parking lot of the recreation center.  The potholes are next  to the dumpster."
133517,NA,1.50001E+11,2017-01-13T12:44:00,31,Graffiti Removal,TSW,2017-02-14T00:00:00,Closed,32.57275297,-117.0925525,8,25,Otay Mesa-Nestor,,Web,,SE corner of this intersection is a frequent spot for graffiti. Thank you
2453977,NA,NA,2018-11-29T06:54:00,4,Missed Collection,ESD Complaint/Report,2018-12-03T00:00:00,Closed,32.8409347,-117.177598,6,6,Clairemont Mesa,,Web,,We put our trash where we always put it and the trash never collected it. They collected others. There was nothing in the way and we need this emptied as it was full after the holiday. We have three kiddos and can not have trash collected for another week
87323,NA,1.50001E+11,2016-06-10T13:29:00,62,RDWY-FTR - TEO - Roadway Features Pylons,Traffic Engineering,2016-08-12T00:00:00,Closed,32.811484,-117.199862,2,6,Clairemont Mesa,,Mobile,,
235305,NA,NA,2017-09-15T10:31:00,5,Graffiti Removal,TSW,2017-09-20T00:00:00,Closed,32.75317603,-117.0937172,9,56,Mid-City:City Heights,,Mobile,,Graffiti on utility box
2459699,NA,NA,2018-12-07T08:24:00,4,72 Hour Violation,Parking,2018-12-11T00:00:00,Closed,32.69313,-117.10135,9,37,Southeastern San Diego,,Web,,This car parked for more than a week and has expired registration. The owner has many vehicles parked on the street and they do not move the car unless they get get warning tickets.
121848,121846,NA,2016-12-01T20:31:00,18,Street Light Out,TSW,2016-12-20T00:00:00,Closed,32.924256,-117.072237,5,34,Scripps Miramar Ranch,,Web,,Street light is out
329295,NA,NA,2018-05-01T16:44:00,58,Graffiti Removal,TSW,2018-06-28T00:00:00,Closed,32.6748108,-117.0586521,4,44,Skyline-Paradise Hills,,Web,,PH spray painted on wall.
346102,NA,NA,2018-06-07T09:58:00,36,Graffiti Removal,TSW,2018-07-13T00:00:00,Closed,32.82731602,-117.2083058,2,6,Clairemont Mesa,,Mobile,,
2457548,NA,NA,2018-12-04T16:07:00,8,Missed Collection,ESD Complaint/Report,2018-12-12T00:00:00,Closed,32.761334,-117.25008,2,18,Mission Beach,,Mobile,,Missed collection
325388,NA,40300025095,2018-04-23T12:53:00,81,Pothole,TSW,2018-07-13T00:00:00,Closed,32.83468029,-117.1821386,6,6,Clairemont Mesa,,Web,,"This is the second time we have reported this issue. The first time we also reported a raised sidewalk along with these cracks in the ally. The sidewalk was repaired right away but you ""closed"" the ticket for this repair saying completed!!! We would like to have this taking care of as it is as hazardous as the raised sidewalk. If unable to repair we would like to know why!!!!!"
110493,NA,1.50001E+11,2016-10-06T14:39:00,386,Graffiti Removal,TSW,2017-10-27T00:00:00,Closed,32.76098771,-117.1388591,3,28,North Park,,Phone,,"Per consumer:  Graffiti removal on wall, n/b on Texas St. x-Madison"
353398,NA,NA,2018-06-21T18:31:00,NA,Other,TSW,,Referred,32.72396642,-117.1666328,3,4,Downtown,,Mobile,This report has been referred to Parking (Enforcement ? SDPD) at jaud@pd.sandiego.gov,Car illegally parked in crosswalk at Washington Elementary School. Repeat offender.
268043,NA,NA,2017-12-12T07:24:00,NA,Graffiti Removal,TSW,,Referred,32.7177308,-117.1315789,3,8,Greater Golden Hill,,Web,This report has been referred to Graffiti ? ATT Telephone Booths / Cable Box at graffiti@att.com,
2439677,NA,40300081181,2018-11-07T10:33:00,9,Pothole,TSW,2018-11-16T00:00:00,Closed,32.91196998,-117.1364195,6,15,Mira Mesa,,Phone,,Potholes on Stanwell between Reagan & Westonhill.
337606,NA,40300032466,2018-05-20T11:42:00,386,Sidewalk Repair Issue,TSW,,In Process,32.9364325,-117.0809942,5,9,Miramar Ranch North,,Web,,There is an elevation differential
2604336,NA,NA,2019-05-28T14:15:00,10,72 Hour Violation,Parking,2019-06-07T00:00:00,Closed,32.73474,-117.22557,2,30,Peninsula,,Web,,Parked in front our our house for 7 days
134938,NA,NA,2017-01-17T10:39:00,NA,72 Hour Violation,Parking,,Referred,32.70722167,-117.0705555,4,11,Encanto Neighborhoods,,Mobile,This report has been referred to Police Department at SDPDabandonedcars@pd.sandiego.gov,
2456716,NA,NA,2018-12-03T16:26:00,17,72 Hour Violation,Parking,2018-12-20T00:00:00,Closed,32.74496,-117.10328,9,56,Mid-City:City Heights,,Web,,"Owner uses street for car storage, only moves on street sweeping days."
150537,NA,1.50001E+11,2017-02-19T16:46:00,213,Traffic Sign - Maintain,TSW,2017-09-21T00:00:00,Closed,32.562017,-117.049305,8,33,San Ysidro,,Mobile,,Detour sign for otay mesa rd way to low some one walking up or riding a bike could get hurt
369006,NA,NA,2018-07-23T10:33:00,NA,OTHER,TSW,,Referred,32.70830833,-117.1494305,3,4,Downtown,,Mobile,This report has been referred to Police CRO ? Central at sdpdcentral@pd.sandiego.gov,
2445687,NA,NA,2018-11-15T16:24:00,6,Graffiti Removal,TSW,2018-11-21T00:00:00,Closed,32.70401533,-117.0872735,4,11,Encanto Neighborhoods,,Mobile,,Tagged end school zone sign
2411882,NA,NA,2018-09-28T21:19:00,32,Illegal Dumping,ESD Complaint/Report,2018-10-31T00:00:00,Closed,32.7502023,-117.1262558,3,28,North Park,,Mobile,,Table was dumped in alley near dumpster
2488954,NA,40300096729,2019-01-19T14:26:00,23,Pothole,TSW,2019-02-11T00:00:00,Closed,32.77112394,-117.163082,7,12,Linda Vista,,Mobile,,Pothole on Ulric Rd going northbound. . . . Just north of Friars Rd
281668,NA,NA,2018-01-17T15:24:00,335,,Storm Water Code Enforcement,2018-12-18T00:00:00,Closed,32.8238022,-117.2791115,1,10,La Jolla,,Email,,
305597,NA,40300014363,2018-03-12T14:14:00,56,Traffic Sign - Maintain,TSW,2018-05-07T00:00:00,Closed,32.79727571,-117.0182112,7,20,Navajo,,Web,,"Stop sign needs replacing, N/E corner Lake Adlon Dr. and Boulder Lake Ave., FWBT"
315898,NA,NA,2018-04-03T18:12:00,1,72 Hour Violation,Parking,2018-04-04T00:00:00,Closed,32.7453271,-117.2311135,2,30,Peninsula,,Mobile,,
2465037,NA,NA,2018-12-14T07:54:00,0,Potential Missed Collection,ESD Complaint/Report,2018-12-14T00:00:00,Closed,32.7394254,-117.1110096,9,56,Mid-City:City Heights,,Phone,,
238592,NA,NA,2017-09-25T08:07:00,NA,Illegal Dumping,ESD Complaint/Report,,Referred,32.70468833,-117.1465917,8,37,Southeastern San Diego,,Mobile,This report has been referred to Environmental Services Department at trash@sandiego.gov,
2403136,2391839,NA,2018-09-18T14:55:00,137,Illegal Dumping,ESD Complaint/Report,2019-02-02T00:00:00,Closed,32.75436404,-117.1003999,9,56,Mid-City:City Heights,,Mobile,,Bulky items dumped in alley
310394,NA,NA,2018-03-22T11:39:00,26,Graffiti Removal,TSW,2018-04-17T00:00:00,Closed,32.74300631,-117.1000327,9,56,Mid-City:City Heights,,Mobile,,
2536454,NA,40300115186,2019-03-15T07:54:00,1,Pothole,TSW,2019-03-16T00:00:00,Closed,32.756447,-117.088832,9,56,Mid-City:City Heights,,Mobile,,Pothole at 4909 El Cajon Blvd
2393992,NA,NA,2018-09-06T15:06:00,5,Graffiti Removal,TSW,2018-09-11T00:00:00,Closed,32.72440756,-117.1250516,3,8,Greater Golden Hill,,Email,,
328443,NA,NA,2018-04-30T07:55:00,NA,Other,Traffic Engineering,,Referred,32.71154777,-117.0680037,4,11,Encanto Neighborhoods,,Web,This report has been referred to appropriate department or agency at support@limebike.com,Limebikes have been blocking the sidewalk and the street. They've been there for weeks and nobody has picked them up or used them. Please remove them.
317663,NA,NA,2018-04-06T13:20:00,NA,Graffiti Removal,TSW,,Referred,32.71215744,-117.115543,9,37,Southeastern San Diego,,Mobile,This report has been referred to Graffiti ? SDGE Poles and Boxes at aesgraffitihotline4sdge@yahoo.com,
2447156,NA,NA,2018-11-18T10:07:00,102,72 Hour Violation,Parking,2019-02-28T00:00:00,Closed,32.73175,-117.1231388,3,28,North Park,,Mobile,,No plates and parked here long term
2494501,NA,NA,2019-01-26T17:21:00,NA,Other,TSW,,Referred,32.770692,-117.1562451,7,19,Mission Valley,,Mobile,This report has been referred to Police - Active Homeless Encampments at neighborhoodpolicing@pd.sandiego.gov,Transients have been setting up camp right out in the open and harassing people that are stopped at redlights and people walking by. This is the at the corner of Frazee Rd and Hazard Center Dr. They are growing quickly and are extremely dangerous. Can they not be moved? Please help.
2594795,NA,NA,2019-05-17T10:30:00,24,72 Hour Violation,Parking,2019-06-10T00:00:00,Closed,32.7274638,-117.0691792,4,11,Encanto Neighborhoods,,Mobile,,
213595,NA,NA,2017-07-23T12:15:00,16,Graffiti Removal,TSW,2017-08-08T00:00:00,Closed,32.7272,-117.180528,2,98,Reserve,,Mobile,,
