FAC_SEQ_NUM,FAC_TYP_CD,FACTYPDESC,INFRASTRUC,PRESSR_ZN_NM,PRESSR_ZN_QTY,SIZE_NUM,SMPL_TYP_CD,FEED_SRC_NM,MAPNG_STAT_CD,FNCTNL_CD,OWNERSHIP_CD,OWNERSHIP_CD_DESC,STRT_ADDR_TYP_CD,DIV_MAINT_BY_CD,DIV_DESC,INTERCEPTOR_IND,STA_PRIM_NUM,STA_SCNDRY_NUM,FAC_NAME,ACTL_INST_DT_IND,INST_DT,LOCN_DESC_TXT,OLD_SPLASH1_DWO_ID,OLD_SPLASH1_WORK_ORDR_ID,GPS_SURVEYOR_IND,GPS_X_COORD_NUM,GPS_Y_COORD_NUM,FAC_STAT_CD,MAP_ID,FLD_BK_PAGE_NUM,FLD_BK_GRID_NUM,THOMAS_BROTHERS_CD,STRT_NUM,STRT_PREDIR_CD,STRT_NM,STRT_SFX_CD,STRT_UNIT_NUM,STRT_GATED_COMNTY_IND,NAD83E_NUM,NAD83N_NUM,NAD27E_NUM,NAD27N_NUM,OLD_FAC_SEQ_NUM,SENSITIVE_LAND_IND,GEOMETRY_ORIENTATION,DRAWG_NUM,DRAWG_SHEET_NUM,DRAWG_TYP_CD,DRAWG_TYP_CD_DESC,IAMFLOC,SAPOBJNR
522860,SLOC,SAMPLE LOCATION,W,UNIVERSITY HEIGHTS,390,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,58 SYS,N,,GOSHEN ST/LINDA VISTA RD; SAMPLE STANCHION SE CORNER,,,N,0,0,A,483,E17S,3,1268G2,0,,,,,,6273349.18,1861240.331,1711964.827,220796.3314,,N,0,,,,,UW-WS-TRN-SLOC-S077,IF?0100000000000142163
529848,SLOC,SAMPLE LOCATION,W,UNIVERSITY HEIGHTS,390,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,174 SYS,N,,3250 CAMINO DEL RIO NORTH; SAMPLE STANCHION,,,N,0,0,A,314,I16S,4,1269F1,3250,,CAM DEL RIO NORTH,,,,6293426.972,1863582.195,1732042.719,223138.1949,,Y,0.12,,,,,UW-WS-TRN-SLOC-S089,IF?0100000000000142450
535925,SLOC,SAMPLE LOCATION,W,UNIVERSITY HEIGHTS,390,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,140 SYS,N,,45TH ST/IMPERIAL AV; SAMPLE STANCHION,,,N,0,0,A,451,J23S,2,1289J4,0,,,,,,6300741.211,1836924.885,1739356.994,196480.8852,,N,-0.79,,,,,UW-WS-TRN-SLOC-S104,IF?0100000000000142469
542275,SLOC,SAMPLE LOCATION,W,UNIVERSITY HEIGHTS,390,1,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,173 SYS,N,,RANCHO HILLS DR/REO DR; LIBRARY/SAMPLE STANCHION,,,N,0,0,A,622,L26S,1,1310D1,0,,,,,,6312006.841,1825491.463,1750622.681,185047.4633,,N,0,,,,,UW-WS-TRN-SLOC-S122,IF?0100000000000142241
5504028,SLOC,SAMPLE LOCATION,W,UNIVERSITY HEIGHTS,390,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,58A SYS,N,,1391 GERTRUDE ST; SILVER SAMPLE STANCHION,,,N,0,0,A,482,E16S,4,1.27E+05,0,,,,,,6269272.799,1862661.818,1707888.425,222217.8176,,N,0,,,,,UW-WS-TRN-SLOC-S271,IF?0100000000000140955
5534516,SLOC,SAMPLE LOCATION,W,UNIVERSITY HEIGHTS,390,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,172 SYS,N,,200 BLK MARINA PARK WY,,,N,0,0,A,1039,G23S,1,1289A4,200,,MARINA PARK,WY,,,6280742.733,1837639.846,1719358.417,197195.8458,,N,0,,,,,UW-WS-TRN-SLOC-S303,IF?0100000000000140818
5564263,SLOC,SAMPLE LOCATION,W,UNIVERSITY HEIGHTS,390,0.5,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,333 SYS,N,,ACROSS FROM 1329 GERTRUDE ST,,,N,0,0,A,805,E17S,1,1.27E+05,2433,,DENVER,ST,,,6269066.001,1862196.25,1707681.626,221752.25,,N,10.45,,,,,UW-WS-TRN-SLOC-S320,IF?0100000000000140727
533041,SLOC,SAMPLE LOCATION,W,WABASH MESA,355,0.75,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,0,0,265 SYS,N,,2050 HALLER ST,,,N,0,0,A,616,I21S,2,1289G1,2023,,HALLER,ST,,,6295912.999,1845411.624,1734528.758,204967.624,,N,62.86,,,,,UW-WS-TRN-SLOC-S095,IF?0100000000000142508
5062459,SLOC,SAMPLE LOCATION,W,,0,0,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,RAW,Y,?4?/?30?/?97? ?5?:?00? ?PM,,,,N,0,0,A,425,R32S,3,1332B3,0,,,,,,6351880.518,1801190.636,1790496.558,160746.6365,,Y,-0.43,26564,6,D,,UW-WS-TRN-SLOC-S001,IF?0100000000000141597
5485692,SLOC,SAMPLE LOCATION,W,,0,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,11 SYS,N,,7269 ENCELIA DR,,,N,0,0,A,760,B10S,4,1227H7,0,,,,,,6252079.272,1887421.932,1690694.812,246977.9324,,N,0,,,,,UW-WS-TRN-SLOC-S247,IF?0100000000000141423
5485693,SLOC,SAMPLE LOCATION,W,,0,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,110 SYS,N,,8711 LAKE ASHMERE DR,,,N,0,0,A,789,N14S,6,1251A5,0,,,,,,6327963.999,1871296.499,1766579.919,230852.4993,,N,0,,,,,UW-WS-TRN-SLOC-S248,IF?0100000000000141479
5485694,SLOC,SAMPLE LOCATION,W,,0,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,112 SYS,N,,5832 ROCKHURST COURT,,,N,0,0,A,648,L15S,5,1250D7,0,,,,,,6312591.88,1867049.419,1751207.723,226605.4193,,N,0,,,,,UW-WS-TRN-SLOC-S249,IF?0100000000000141218
5485695,SLOC,SAMPLE LOCATION,W,,0,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,13 SYS,N,,ACROSS ROM 13564 CALVADOS PL,,,N,0,0,A,574,K02N,5,1190A3,0,,,,,,6307756.335,1932102.451,1746372.154,291658.4508,,Y,-0.38,,,,,UW-WS-TRN-SLOC-S250,IF?0100000000000141304
5485696,SLOC,SAMPLE LOCATION,W,,0,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,14 SYS,N,,6799 LA JOLLA SCENIC DR,,,N,0,0,A,675,B11S,3,1227J7,0,,,,,,6254917.129,1886129.232,1693532.684,245685.2323,,N,0,,,,,UW-WS-TRN-SLOC-S251,IF?0100000000000141340
5485697,SLOC,SAMPLE LOCATION,W,,0,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,15 SYS,N,,1061 CATALINA BL,,,N,0,0,A,959,B21S,3,1288A2,0,,,,,,6256006.362,1844920.377,1694621.922,204476.3773,,N,0,,,,,UW-WS-TRN-SLOC-S252,IF?0100000000000141282
5486931,SLOC,SAMPLE LOCATION,W,,0,0,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,16 SYS,N,,201 CATALINA BL,,,N,0,0,A,346,B22S,5,1287J4,0,,,,,,6254338.501,1838849.875,1692954.052,198405.8753,,N,0,,,,,UW-WS-TRN-SLOC-S253,IF?0100000000000141314
5507376,SLOC,SAMPLE LOCATION,W,,0,1,DR,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,D,WATER DISTRIBUTION,N,182,37.31,335 SYS,Y,?2?/?19?/?07? ?4?:?00? ?PM,,,,N,0,0,A,1,O03S,1,1210J1,14800,,STONEBRIDGE,PY,,,6329057.943,1917766.88,1767673.868,277322.8799,,Y,0,32518,5,D,,UW-WS-TRN-SLOC-S276,IF?0100000000000141255
5510254,SLOC,SAMPLE LOCATION,W,,0,0,,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,308 SYS,N,,LOC PER J. PASEK 12/21/04,,,N,0,0,A,998,J04S,4,1209G4,0,,,,,,6298648.258,1910993.481,1737264.031,270549.481,,N,0,,,,,UW-WS-TRN-SLOC-S277,IF?0100000000000141310
5510256,SLOC,SAMPLE LOCATION,W,,0,0,,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,310 SYS,N,,LOC PER J. PASEK 12/21/04,,,N,0,0,A,375,D06S,5,1228D1,0,,,,,,6266335.295,1902696.27,1704950.907,262252.2697,,N,0,,,,,UW-WS-TRN-SLOC-S279,IF?0100000000000141054
5510257,SLOC,SAMPLE LOCATION,W,,0,0,,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,311 SYS,N,,LOC PER J. PASEK 12/21/04,,,N,0,0,A,976,E08S,1,1.23E+06,0,,,,,,6269432.73,1897381.555,1708048.357,256937.5551,,N,0,,,,,UW-WS-TRN-SLOC-S280,IF?0100000000000141111
5510258,SLOC,SAMPLE LOCATION,W,,0,0,,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,A,,,N,0,0,312 SYS,N,,LOC PER J. PASEK 12/21/04,,,N,0,0,A,646,E09S,6,1228F5,6431,,GULLSTRAND,ST,,,6272681.604,1891429.281,1711297.248,250985.2815,,N,0,,,,,UW-WS-TRN-SLOC-S281,IF?0100000000000141215
5534514,SLOC,SAMPLE LOCATION,W,,0,0,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,CWA 10,N,,AT CWA #10 BLACK MOUNTAIN INTERANGENCY METER SITE,,,N,0,0,A,514,H04N,6,1189D1,0,,,,,,6292117.077,1938655.466,1730732.817,298211.4659,,Y,0,,,,,UW-WS-TRN-SLOC-S301,IF?0100000000000140647
5534515,SLOC,SAMPLE LOCATION,W,,0,0,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,CWA 14,N,,AT CWA #14 BERNARDO CENTER INTERANGENCY METER SITE,,,N,0,0,A,711,K07N,3,1170A2,0,,,,,,6308697.644,1952762.487,1747313.468,312318.4869,,N,0,,,,,UW-WS-TRN-SLOC-S302,IF?0100000000000140698
5534518,SLOC,SAMPLE LOCATION,W,,0,0,DP,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,0,0,CWA 11,N,,AT CWA #11 SHEPARD CANYON INTERANGENCY METER SITE,,,N,0,0,A,178,K10S,4,1230A6,0,,,,,,6305740.935,1887502.956,1744356.744,247058.956,,Y,0,,,,,UW-WS-TRN-SLOC-S304,IF?0100000000000140542
5558875,SLOC,SAMPLE LOCATION,W,,0,0.5,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,F,,,N,0,0,132 SYS,N,,480 SOUTH MEADOWBROOK DR,,,N,0,0,A,346,N23S,4,1290H5,14644,,OLD CREEK,RD,,,6322826.053,1834571.204,1761441.947,194127.2041,,N,36.07,,,,,UW-WS-TRN-SLOC-S316,IF?0100000000000140536
6271055,SLOC,SAMPLE LOCATION,W,,0,1,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,245,4,MIRAMAR ROAD PIPELINE,Y,?6?/?9?/?02? ?5?:?00? ?PM,,,,N,0,0,A,176,I06S,2,1209F6,0,,,,,,6295022.251,1906116.68,1733638.006,265672.6798,,N,-1.58,30669,39,D,,UW-WS-TRN-SLOC-S223,IF?0100000000000141724
6271056,SLOC,SAMPLE LOCATION,W,,0,1,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,227,95,MIRAMAR ROAD PIPELINE,Y,?6?/?9?/?02? ?5?:?00? ?PM,,,,N,0,0,A,177,I06S,1,1.21E+09,0,,,,,,6293403.576,1906070.722,1732019.323,265626.7218,,N,179.51,30669,36,D,,UW-WS-TRN-SLOC-S224,IF?0100000000000141778
6271057,SLOC,SAMPLE LOCATION,W,,0,1,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,WO,WATER OPERATIONS,N,2,52,MIRAMAR ROAD PIPELINE,Y,?6?/?9?/?02? ?5?:?00? ?PM,,,,N,0,0,A,389,E07S,3,1228F1,0,,,,,,6273354.482,1901556.919,1711970.128,261112.9193,,N,-1.74,30669,8,D,,UW-WS-TRN-SLOC-S225,IF?0100000000000141450
6271058,SLOC,SAMPLE LOCATION,W,,0,1,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,15,85,MIRAMAR ROAD PIPELINE,Y,?6?/?9?/?02? ?5?:?00? ?PM,,,,N,0,0,A,390,E07S,3,1228G2,0,,,,,,6274094.311,1900511.955,1712709.961,260067.9554,,Y,-57.52,30669,9,D,,UW-WS-TRN-SLOC-S226,IF?0100000000000141540
6271059,SLOC,SAMPLE LOCATION,W,,0,1,,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,29,93,MIRAMAR ROAD PIPELINE,N,,,,,N,0,0,A,576,F07S,4,1228G2,0,,,,,,6275229.619,1900182.566,1713845.276,259738.5656,,Y,9.72,,,,,UW-WS-TRN-SLOC-S227,IF?0100000000000141626
6271060,SLOC,SAMPLE LOCATION,W,,0,1,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,52,49,MIRAMAR ROAD PIPELINE,Y,?6?/?9?/?02? ?5?:?00? ?PM,,,,N,0,0,A,577,F07S,2,1228H2,0,,,,,,6277466.877,1900549.921,1716082.544,260105.9213,,N,9.35,30669,14,D,,UW-WS-TRN-SLOC-S228,IF?0100000000000141511
6271061,SLOC,SAMPLE LOCATION,W,,0,1,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,74,73,MIRAMAR ROAD PIPELINE,Y,?6?/?9?/?02? ?5?:?00? ?PM,,,,N,0,0,A,578,F07S,3,1228J1,0,,,,,,6279653.944,1900534.948,1718269.622,260090.9475,,N,11.42,30669,17,D,,UW-WS-TRN-SLOC-S229,IF?0100000000000141581
6271062,SLOC,SAMPLE LOCATION,W,,0,1,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,83,31,MIRAMAR ROAD PIPELINE,Y,?6?/?9?/?02? ?5?:?00? ?PM,,,,N,0,0,A,248,G07S,1,1228J1,0,,,,,,6280495.955,1900698.937,1719111.637,260254.937,,N,10.93,30669,18,D,,UW-WS-TRN-SLOC-S230,IF?0100000000000141673
6271063,SLOC,SAMPLE LOCATION,W,,0,1,,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,101,34,MIRAMAR ROAD PIPELINE,N,,,,,N,0,0,A,249,G07S,1,1229A1,0,,,,,,6282234.268,1901071.096,1720849.96,260627.0958,,Y,-148.73,,,,,UW-WS-TRN-SLOC-S231,IF?0100000000000141339
6271064,SLOC,SAMPLE LOCATION,W,,0,1,,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,123,93,MIRAMAR ROAD PIPELINE,N,,,,,N,0,0,A,250,G07S,2,1229A1,0,,,,,,6284124.281,1902329.915,1722739.982,261885.9147,,N,-146.43,,,,,UW-WS-TRN-SLOC-S232,IF?0100000000000141462
6271065,SLOC,SAMPLE LOCATION,W,,0,1,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,146,36,MIRAMAR ROAD PIPELINE,Y,?6?/?9?/?02? ?5?:?00? ?PM,,,,N,0,0,A,874,G06S,6,1209B7,0,,,,,,6285973.947,1903577.769,1724589.657,263133.769,,N,-145.51,30669,26,D,,UW-WS-TRN-SLOC-S233,IF?0100000000000141491
6271066,SLOC,SAMPLE LOCATION,W,,0,1,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,162,45,MIRAMAR ROAD PIPELINE,Y,?6?/?9?/?02? ?5?:?00? ?PM,,,,N,0,0,A,310,H06S,1,1209C7,0,,,,,,6287315.712,1904480.144,1725931.429,264036.1444,,N,-146.92,30669,28,D,,UW-WS-TRN-SLOC-S234,IF?0100000000000141611
6271067,SLOC,SAMPLE LOCATION,W,,0,1,,,AS BUILT,Y,SD,CITY OF SAN DIEGO,,,,N,179,73,MIRAMAR ROAD PIPELINE,Y,?6?/?9?/?02? ?5?:?00? ?PM,,,,N,0,0,A,311,H06S,2,1209C6,0,,,,,,6288765.41,1905447.441,1727381.134,265003.4409,,N,-143.45,30669,30,D,,UW-WS-TRN-SLOC-S235,IF?0100000000000141687
6271068,SLOC,SAMPLE LOCATION,W,,0,1,,,OPERATIONAL,Y,SD,CITY OF SAN DIEGO,,,,N,203,43,MIRAMAR ROAD PIPELINE,N,,,,,N,0,0,A,312,H06S,3,1209D6,0,,,,,,6290972.835,1906067.372,1729588.57,265623.372,,N,-179.77,,,,,UW-WS-TRN-SLOC-S236,IF?0100000000000141516
