"csdspcode","name","p.code","p.value","depth.zone"
2045,"Paradoneis sp","P366",-12.0936372,"mid"
2045,"Paradoneis sp","P366",NA,"shallow"
2086,"Paradoneis lyra","P366",NA,"deep"
2086,"Paradoneis lyra","P366",-12.0936372,"mid"
2086,"Paradoneis lyra","P366",NA,"shallow"
2110,"Paradoneis sp SD1","P366",NA,"deep"
2110,"Paradoneis sp SD1","P366",-12.0936372,"mid"
2110,"Paradoneis sp SD1","P366",NA,"shallow"
138,"Paramage scutata","P367",-2.076991614,"deep"
138,"Paramage scutata","P367",-13.79858983,"mid"
138,"Paramage scutata","P367",21.54351448,"shallow"
1936,"Parametaphoxus sp 1","P368",NA,"deep"
1936,"Parametaphoxus sp 1","P368",35.78164918,"mid"
1936,"Parametaphoxus sp 1","P368",40.51891442,"shallow"
2220,"Paramicrodeutopus schmitti","P369",NA,"deep"
2220,"Paramicrodeutopus schmitti","P369",NA,"mid"
2220,"Paramicrodeutopus schmitti","P369",13.94503594,"shallow"
308,"Paranaitis polynoides","P370",NA,"deep"
308,"Paranaitis polynoides","P370",40.89690854,"mid"
308,"Paranaitis polynoides","P370",NA,"shallow"
114,"Parandalia fauveli","P371",NA,"deep"
114,"Parandalia fauveli","P371",37.99707291,"mid"
114,"Parandalia fauveli","P371",22.99146343,"shallow"
1205,"Parapagurodes laurentae","P372",-8.794111409,"deep"
1205,"Parapagurodes laurentae","P372",9.536439629,"mid"
1205,"Parapagurodes laurentae","P372",NA,"shallow"
273,"Paraprionospio alata","P373",38.60814721,"deep"
273,"Paraprionospio alata","P373",21.74618478,"mid"
273,"Paraprionospio alata","P373",10.60791387,"shallow"
878,"Postasterope barnesi","P374",NA,"deep"
878,"Postasterope barnesi","P374",17.86245216,"mid"
878,"Postasterope barnesi","P374",NA,"shallow"
1648,"Parasterope hulingsi","P374",NA,"deep"
1648,"Parasterope hulingsi","P374",17.86245216,"mid"
1648,"Parasterope hulingsi","P374",NA,"shallow"
1754,"Pardaliscella symmetrica","P375",2.222030672,"deep"
1754,"Pardaliscella symmetrica","P375",NA,"mid"
1754,"Pardaliscella symmetrica","P375",NA,"shallow"
1123,"Parougia caeca","P376",NA,"deep"
1123,"Parougia caeca","P376",72.89191677,"mid"
1123,"Parougia caeca","P376",35.70997527,"shallow"
629,"Parvilucina tenuisculpta","P377",76.66995032,"deep"
629,"Parvilucina tenuisculpta","P377",84.08422587,"mid"
629,"Parvilucina tenuisculpta","P377",61.34667965,"shallow"
316,"Pectinaria californiensis","P378",31.22891317,"deep"
316,"Pectinaria californiensis","P378",28.05438441,"mid"
316,"Pectinaria californiensis","P378",40.76374123,"shallow"
621,"Thracia sp","P379",NA,"deep"
621,"Thracia sp","P379",33.78649639,"mid"
621,"Thracia sp","P379",18.79382112,"shallow"
726,"Periploma discus","P379",NA,"deep"
726,"Periploma discus","P379",33.78649639,"mid"
726,"Periploma discus","P379",18.79382112,"shallow"
1430,"Thracia trapezoides","P379",NA,"deep"
1430,"Thracia trapezoides","P379",33.78649639,"mid"
1430,"Thracia trapezoides","P379",18.79382112,"shallow"
2011,"Asthenothaerus diegensis","P379",NA,"deep"
2011,"Asthenothaerus diegensis","P379",33.78649639,"mid"
2011,"Asthenothaerus diegensis","P379",18.79382112,"shallow"
954,"Petaloproctus neoborealis","P380",NA,"deep"
954,"Petaloproctus neoborealis","P380",-7.367683511,"mid"
954,"Petaloproctus neoborealis","P380",NA,"shallow"
2503,"Petricola carditoides","P381",NA,"deep"
2503,"Petricola carditoides","P381",100.9670695,"mid"
2503,"Petricola carditoides","P381",73.57033491,"shallow"
216,"Pherusa neopapillata","P382",7.809573433,"deep"
216,"Pherusa neopapillata","P382",18.96243838,"mid"
216,"Pherusa neopapillata","P382",29.33055519,"shallow"
2061,"Philine bakeri","P383",NA,"deep"
2061,"Philine bakeri","P383",NA,"mid"
2061,"Philine bakeri","P383",6.245010382,"shallow"
591,"Philine sp A","P384",NA,"deep"
591,"Philine sp A","P384",12.7258875,"mid"
591,"Philine sp A","P384",34.32750371,"shallow"
291,"Pholoe glabra","P385",15.44570488,"deep"
291,"Pholoe glabra","P385",-4.777270258,"mid"
291,"Pholoe glabra","P385",39.88541484,"shallow"
315,"Pholoides asperus","P386",-56.58396036,"deep"
315,"Pholoides asperus","P386",-21.14709862,"mid"
315,"Pholoides asperus","P386",NA,"shallow"
769,"Phoronis sp","P387",-2.305505107,"deep"
769,"Phoronis sp","P387",8.07738306,"mid"
769,"Phoronis sp","P387",17.85902277,"shallow"
1790,"Phoronopsis sp","P387",-2.305505107,"deep"
1790,"Phoronopsis sp","P387",8.07738306,"mid"
1790,"Phoronopsis sp","P387",17.85902277,"shallow"
2245,"PHORONA","P387",-2.305505107,"deep"
2245,"PHORONA","P387",8.07738306,"mid"
2245,"PHORONA","P387",17.85902277,"shallow"
2637,"Phoronis sp SD1","P387",-2.305505107,"deep"
2637,"Phoronis sp SD1","P387",8.07738306,"mid"
2637,"Phoronis sp SD1","P387",17.85902277,"shallow"
411,"Photis californica","P388",-9.399154057,"deep"
411,"Photis californica","P388",7.94416839,"mid"
411,"Photis californica","P388",14.73351922,"shallow"
544,"Photis sp","P388",-9.399154057,"deep"
544,"Photis sp","P388",7.94416839,"mid"
544,"Photis sp","P388",14.73351922,"shallow"
545,"Photis brevipes","P388",-9.399154057,"deep"
545,"Photis brevipes","P388",7.94416839,"mid"
545,"Photis brevipes","P388",14.73351922,"shallow"
1023,"Photis linearmanus","P388",-9.399154057,"deep"
1023,"Photis linearmanus","P388",7.94416839,"mid"
1023,"Photis linearmanus","P388",14.73351922,"shallow"
1025,"Photis bifurcata","P388",-9.399154057,"deep"
1025,"Photis bifurcata","P388",7.94416839,"mid"
1025,"Photis bifurcata","P388",14.73351922,"shallow"
1075,"Photis macinerneyi","P388",-9.399154057,"deep"
1075,"Photis macinerneyi","P388",7.94416839,"mid"
1075,"Photis macinerneyi","P388",14.73351922,"shallow"
1092,"Photis conchicola","P388",-9.399154057,"deep"
1092,"Photis conchicola","P388",7.94416839,"mid"
1092,"Photis conchicola","P388",14.73351922,"shallow"
1168,"Photis lacia","P388",-9.399154057,"deep"
1168,"Photis lacia","P388",7.94416839,"mid"
1168,"Photis lacia","P388",14.73351922,"shallow"
1212,"Photis macrotica","P388",-9.399154057,"deep"
1212,"Photis macrotica","P388",7.94416839,"mid"
1212,"Photis macrotica","P388",14.73351922,"shallow"
1438,"Photis parvidons","P388",-9.399154057,"deep"
1438,"Photis parvidons","P388",7.94416839,"mid"
1438,"Photis parvidons","P388",14.73351922,"shallow"
1611,"Photis sp C","P388",-9.399154057,"deep"
1611,"Photis sp C","P388",7.94416839,"mid"
1611,"Photis sp C","P388",14.73351922,"shallow"
1645,"Photis cf parvidons","P388",-9.399154057,"deep"
1645,"Photis cf parvidons","P388",7.94416839,"mid"
1645,"Photis cf parvidons","P388",14.73351922,"shallow"
1649,"Photis sp E","P388",-9.399154057,"deep"
1649,"Photis sp E","P388",7.94416839,"mid"
1649,"Photis sp E","P388",14.73351922,"shallow"
1650,"Photis sp OC1","P388",-9.399154057,"deep"
1650,"Photis sp OC1","P388",7.94416839,"mid"
1650,"Photis sp OC1","P388",14.73351922,"shallow"
1817,"Photis sp B","P388",-9.399154057,"deep"
1817,"Photis sp B","P388",7.94416839,"mid"
1817,"Photis sp B","P388",14.73351922,"shallow"
1838,"Photis chiconola","P388",-9.399154057,"deep"
1838,"Photis chiconola","P388",7.94416839,"mid"
1838,"Photis chiconola","P388",14.73351922,"shallow"
1861,"Photis sp SD5","P388",-9.399154057,"deep"
1861,"Photis sp SD5","P388",7.94416839,"mid"
1861,"Photis sp SD5","P388",14.73351922,"shallow"
1931,"Photis sp SD7","P388",-9.399154057,"deep"
1931,"Photis sp SD7","P388",7.94416839,"mid"
1931,"Photis sp SD7","P388",14.73351922,"shallow"
2077,"Photis sp SD10","P388",-9.399154057,"deep"
2077,"Photis sp SD10","P388",7.94416839,"mid"
2077,"Photis sp SD10","P388",14.73351922,"shallow"
2297,"Photis sp SD12","P388",-9.399154057,"deep"
2297,"Photis sp SD12","P388",7.94416839,"mid"
2297,"Photis sp SD12","P388",14.73351922,"shallow"
2310,"Photis sp SD11","P388",-9.399154057,"deep"
2310,"Photis sp SD11","P388",7.94416839,"mid"
2310,"Photis sp SD11","P388",14.73351922,"shallow"
2358,"Photis sp SD13","P388",-9.399154057,"deep"
2358,"Photis sp SD13","P388",7.94416839,"mid"
2358,"Photis sp SD13","P388",14.73351922,"shallow"
2475,"Photis viuda","P388",-9.399154057,"deep"
2475,"Photis viuda","P388",7.94416839,"mid"
2475,"Photis viuda","P388",14.73351922,"shallow"
2600,"Photis sp A","P388",-9.399154057,"deep"
2600,"Photis sp A","P388",7.94416839,"mid"
2600,"Photis sp A","P388",14.73351922,"shallow"
1174,"Phyllochaetopterus limicolus","P389",12.84119003,"deep"
1174,"Phyllochaetopterus limicolus","P389",9.374719575,"mid"
1174,"Phyllochaetopterus limicolus","P389",63.51131547,"shallow"
1074,"Phyllochaetopterus prolifica","P390",NA,"deep"
1074,"Phyllochaetopterus prolifica","P390",-17.83293438,"mid"
1074,"Phyllochaetopterus prolifica","P390",-6.242629952,"shallow"
3,"Phyllodoce groenlandica","P391",34.88071682,"deep"
3,"Phyllodoce groenlandica","P391",35.74005604,"mid"
3,"Phyllodoce groenlandica","P391",6.245900023,"shallow"
4,"Phyllodoce medipapillata","P391",34.88071682,"deep"
4,"Phyllodoce medipapillata","P391",35.74005604,"mid"
4,"Phyllodoce medipapillata","P391",6.245900023,"shallow"
5,"Phyllodoce cuspidata","P391",34.88071682,"deep"
5,"Phyllodoce cuspidata","P391",35.74005604,"mid"
5,"Phyllodoce cuspidata","P391",6.245900023,"shallow"
10,"Phyllodoce sp","P391",34.88071682,"deep"
10,"Phyllodoce sp","P391",35.74005604,"mid"
10,"Phyllodoce sp","P391",6.245900023,"shallow"
190,"Phyllodoce longipes","P391",34.88071682,"deep"
190,"Phyllodoce longipes","P391",35.74005604,"mid"
190,"Phyllodoce longipes","P391",6.245900023,"shallow"
312,"Phyllodoce hartmanae","P391",34.88071682,"deep"
312,"Phyllodoce hartmanae","P391",35.74005604,"mid"
312,"Phyllodoce hartmanae","P391",6.245900023,"shallow"
1136,"Phyllodoce pettiboneae","P391",34.88071682,"deep"
1136,"Phyllodoce pettiboneae","P391",35.74005604,"mid"
1136,"Phyllodoce pettiboneae","P391",6.245900023,"shallow"
1786,"Phyllodoce sp SD2","P391",34.88071682,"deep"
1786,"Phyllodoce sp SD2","P391",35.74005604,"mid"
1786,"Phyllodoce sp SD2","P391",6.245900023,"shallow"
305,"Pilargis berkeleyae","P392",NA,"deep"
305,"Pilargis berkeleyae","P392",43.81797825,"mid"
305,"Pilargis berkeleyae","P392",49.47488186,"shallow"
451,"Pinnixa franciscana","P393",NA,"deep"
451,"Pinnixa franciscana","P393",50.02175834,"mid"
451,"Pinnixa franciscana","P393",67.83969821,"shallow"
962,"Pinnixa hiatus","P394",NA,"deep"
962,"Pinnixa hiatus","P394",79.0624607,"mid"
962,"Pinnixa hiatus","P394",61.61511363,"shallow"
841,"Pinnixa longipes","P395",NA,"deep"
841,"Pinnixa longipes","P395",NA,"mid"
841,"Pinnixa longipes","P395",-1.681259745,"shallow"
449,"Pinnixa occidentalis Cmplx","P396",41.24702155,"deep"
449,"Pinnixa occidentalis Cmplx","P396",24.21555802,"mid"
449,"Pinnixa occidentalis Cmplx","P396",39.22764549,"shallow"
1146,"Pinnixa tomentosa","P397",NA,"deep"
1146,"Pinnixa tomentosa","P397",NA,"mid"
1146,"Pinnixa tomentosa","P397",21.65780362,"shallow"
929,"Pinnixa tubicola","P398",NA,"deep"
929,"Pinnixa tubicola","P398",22.76130061,"mid"
929,"Pinnixa tubicola","P398",20.10712463,"shallow"
28,"Paraehlersia articulata","P399",NA,"deep"
28,"Paraehlersia articulata","P399",-10.13905924,"mid"
28,"Paraehlersia articulata","P399",NA,"shallow"
1654,"Opisthodonta sp SD2","P399",NA,"deep"
1654,"Opisthodonta sp SD2","P399",-10.13905924,"mid"
1654,"Opisthodonta sp SD2","P399",NA,"shallow"
2556,"Opisthodonta sp","P399",NA,"deep"
2556,"Opisthodonta sp","P399",-10.13905924,"mid"
2556,"Opisthodonta sp","P399",NA,"shallow"
217,"Trophoniella harrisae","P400",NA,"deep"
217,"Trophoniella harrisae","P400",-10.80638315,"mid"
217,"Trophoniella harrisae","P400",NA,"shallow"
69,"Pista brevibranchiata","P401",-2.897097238,"deep"
69,"Pista brevibranchiata","P401",25.07150697,"mid"
69,"Pista brevibranchiata","P401",36.38893627,"shallow"
182,"Pista wui","P402",30.23348432,"deep"
182,"Pista wui","P402",36.17715963,"mid"
182,"Pista wui","P402",19.91804123,"shallow"
27,"Pista moorei","P403",NA,"deep"
27,"Pista moorei","P403",12.07563686,"mid"
27,"Pista moorei","P403",31.76604653,"shallow"
183,"Pista estevanica","P404",-10.34332958,"deep"
183,"Pista estevanica","P404",9.458794591,"mid"
183,"Pista estevanica","P404",27.46743793,"shallow"
241,"Platynereis bicanaliculata","P405",NA,"deep"
241,"Platynereis bicanaliculata","P405",32.2186676,"mid"
241,"Platynereis bicanaliculata","P405",5.118047659,"shallow"
1103,"Pleurobranchaea californica","P406",NA,"deep"
1103,"Pleurobranchaea californica","P406",-14.6526007,"mid"
1103,"Pleurobranchaea californica","P406",NA,"shallow"
1329,"Pleurogonium californiense","P407",-21.96947325,"deep"
1329,"Pleurogonium californiense","P407",-24.63666766,"mid"
1329,"Pleurogonium californiense","P407",NA,"shallow"
417,"Pleusymtes subglaber","P408",NA,"deep"
417,"Pleusymtes subglaber","P408",27.05945981,"mid"
417,"Pleusymtes subglaber","P408",15.40262513,"shallow"
13,"Oxydromus pugettensis","P409",NA,"deep"
13,"Oxydromus pugettensis","P409",156.1902168,"mid"
13,"Oxydromus pugettensis","P409",121.3687183,"shallow"
258,"Podarkeopsis glabrus","P410",95.60730207,"deep"
258,"Podarkeopsis glabrus","P410",47.53582185,"mid"
258,"Podarkeopsis glabrus","P410",51.91242322,"shallow"
359,"Podarkeopsis sp A","P411",NA,"deep"
359,"Podarkeopsis sp A","P411",24.62233394,"mid"
359,"Podarkeopsis sp A","P411",34.54605869,"shallow"
535,"Podocerus cristatus","P412",NA,"deep"
535,"Podocerus cristatus","P412",-34.44461151,"mid"
535,"Podocerus cristatus","P412",NA,"shallow"
2004,"Podocerus fulanus","P412",NA,"deep"
2004,"Podocerus fulanus","P412",-34.44461151,"mid"
2004,"Podocerus fulanus","P412",NA,"shallow"
2120,"Podocerus brasiliensis","P412",NA,"deep"
2120,"Podocerus brasiliensis","P412",-34.44461151,"mid"
2120,"Podocerus brasiliensis","P412",NA,"shallow"
523,"Ericerodes hemphillii","P413",NA,"deep"
523,"Ericerodes hemphillii","P413",3.419499312,"mid"
523,"Ericerodes hemphillii","P413",26.17831662,"shallow"
1341,"Podochela lobifrons","P413",NA,"deep"
1341,"Podochela lobifrons","P413",3.419499312,"mid"
1341,"Podochela lobifrons","P413",26.17831662,"shallow"
304,"Poecilochaetus johnsoni","P414",8.190963955,"deep"
304,"Poecilochaetus johnsoni","P414",41.98571214,"mid"
304,"Poecilochaetus johnsoni","P414",30.43284893,"shallow"
855,"Poecilochaetus martini","P415",NA,"deep"
855,"Poecilochaetus martini","P415",16.31851694,"mid"
855,"Poecilochaetus martini","P415",33.36921656,"shallow"
705,"Euspira draconis","P416",NA,"deep"
705,"Euspira draconis","P416",61.23548488,"mid"
705,"Euspira draconis","P416",25.17679218,"shallow"
1729,"Euspira lewisii","P417",NA,"deep"
1729,"Euspira lewisii","P417",32.76514438,"mid"
1729,"Euspira lewisii","P417",NA,"shallow"
1204,"Polycirrus californicus","P418",1.855713517,"deep"
1204,"Polycirrus californicus","P418",-5.026362925,"mid"
1204,"Polycirrus californicus","P418",-1.050328451,"shallow"
1507,"Polycirrus sp I","P418",1.855713517,"deep"
1507,"Polycirrus sp I","P418",-5.026362925,"mid"
1507,"Polycirrus sp I","P418",-1.050328451,"shallow"
1512,"Polycirrus sp III","P418",1.855713517,"deep"
1512,"Polycirrus sp III","P418",-5.026362925,"mid"
1512,"Polycirrus sp III","P418",-1.050328451,"shallow"
1518,"Polycirrus sp A","P418",1.855713517,"deep"
1518,"Polycirrus sp A","P418",-5.026362925,"mid"
1518,"Polycirrus sp A","P418",-1.050328451,"shallow"
1528,"Polycirrus sp","P418",1.855713517,"deep"
1528,"Polycirrus sp","P418",-5.026362925,"mid"
1528,"Polycirrus sp","P418",-1.050328451,"shallow"
1552,"Polycirrus sp SD1","P418",1.855713517,"deep"
1552,"Polycirrus sp SD1","P418",-5.026362925,"mid"
1552,"Polycirrus sp SD1","P418",-1.050328451,"shallow"
1640,"Polycirrus sp V","P418",1.855713517,"deep"
1640,"Polycirrus sp V","P418",-5.026362925,"mid"
1640,"Polycirrus sp V","P418",-1.050328451,"shallow"
2188,"Polycirrus sp OC1","P418",1.855713517,"deep"
2188,"Polycirrus sp OC1","P418",-5.026362925,"mid"
2188,"Polycirrus sp OC1","P418",-1.050328451,"shallow"
2400,"Polycirrus sp SD3","P418",1.855713517,"deep"
2400,"Polycirrus sp SD3","P418",-5.026362925,"mid"
2400,"Polycirrus sp SD3","P418",-1.050328451,"shallow"
275,"Polydora sp","P419",-0.351760554,"deep"
275,"Polydora sp","P419",28.91058323,"mid"
275,"Polydora sp","P419",18.70734419,"shallow"
1523,"Dipolydora socialis","P419",-0.351760554,"deep"
1523,"Dipolydora socialis","P419",28.91058323,"mid"
1523,"Dipolydora socialis","P419",18.70734419,"shallow"
1592,"Dipolydora akaina","P419",-0.351760554,"deep"
1592,"Dipolydora akaina","P419",28.91058323,"mid"
1592,"Dipolydora akaina","P419",18.70734419,"shallow"
1606,"Polydora limicola","P419",-0.351760554,"deep"
1606,"Polydora limicola","P419",28.91058323,"mid"
1606,"Polydora limicola","P419",18.70734419,"shallow"
1616,"Polydora cirrosa","P419",-0.351760554,"deep"
1616,"Polydora cirrosa","P419",28.91058323,"mid"
1616,"Polydora cirrosa","P419",18.70734419,"shallow"
1860,"Polydora bioccipitalis","P419",-0.351760554,"deep"
1860,"Polydora bioccipitalis","P419",28.91058323,"mid"
1860,"Polydora bioccipitalis","P419",18.70734419,"shallow"
1954,"Dipolydora sp","P419",-0.351760554,"deep"
1954,"Dipolydora sp","P419",28.91058323,"mid"
1954,"Dipolydora sp","P419",18.70734419,"shallow"
2111,"Dipolydora bidentata","P419",-0.351760554,"deep"
2111,"Dipolydora bidentata","P419",28.91058323,"mid"
2111,"Dipolydora bidentata","P419",18.70734419,"shallow"
2137,"Dipolydora barbilla","P419",-0.351760554,"deep"
2137,"Dipolydora barbilla","P419",28.91058323,"mid"
2137,"Dipolydora barbilla","P419",18.70734419,"shallow"
2149,"Polydora cornuta","P419",-0.351760554,"deep"
2149,"Polydora cornuta","P419",28.91058323,"mid"
2149,"Polydora cornuta","P419",18.70734419,"shallow"
2573,"Polydora sp SD1","P419",-0.351760554,"deep"
2573,"Polydora sp SD1","P419",28.91058323,"mid"
2573,"Polydora sp SD1","P419",18.70734419,"shallow"
2646,"Dipolydora elegantissima","P419",-0.351760554,"deep"
2646,"Dipolydora elegantissima","P419",28.91058323,"mid"
2646,"Dipolydora elegantissima","P419",18.70734419,"shallow"
2691,"Dipolydora commensalis","P419",-0.351760554,"deep"
2691,"Dipolydora commensalis","P419",28.91058323,"mid"
2691,"Dipolydora commensalis","P419",18.70734419,"shallow"
2747,"Dipolydora caulleryi","P419",-0.351760554,"deep"
2747,"Dipolydora caulleryi","P419",28.91058323,"mid"
2747,"Dipolydora caulleryi","P419",18.70734419,"shallow"
987,"Potamethus sp A","P420",-15.28354364,"deep"
987,"Potamethus sp A","P420",-31.0947548,"mid"
987,"Potamethus sp A","P420",32.94795798,"shallow"
432,"Prachynella lodo","P421",23.04431461,"deep"
432,"Prachynella lodo","P421",19.11906147,"mid"
432,"Prachynella lodo","P421",NA,"shallow"
249,"Praxillella pacifica","P422",10.41648124,"deep"
249,"Praxillella pacifica","P422",15.64474465,"mid"
249,"Praxillella pacifica","P422",12.96838626,"shallow"
1496,"Praxillella gracilis","P422",10.41648124,"deep"
1496,"Praxillella gracilis","P422",15.64474465,"mid"
1496,"Praxillella gracilis","P422",12.96838626,"shallow"
944,"Praxillura maculata","P423",NA,"deep"
944,"Praxillura maculata","P423",6.38508424,"mid"
944,"Praxillura maculata","P423",3.736117373,"shallow"
856,"Prionospio (Prionospio) jubata","P424",32.6467667,"deep"
856,"Prionospio (Prionospio) jubata","P424",31.4655419,"mid"
856,"Prionospio (Prionospio) jubata","P424",55.50151836,"shallow"
857,"Prionospio (Prionospio) dubia","P424",32.6467667,"deep"
857,"Prionospio (Prionospio) dubia","P424",31.4655419,"mid"
857,"Prionospio (Prionospio) dubia","P424",55.50151836,"shallow"
1941,"Prionospio (Prionospio) ehlersi","P425",36.6384772,"deep"
1941,"Prionospio (Prionospio) ehlersi","P425",NA,"mid"
1941,"Prionospio (Prionospio) ehlersi","P425",NA,"shallow"
272,"Prionospio (Minuspio) lighti","P426",34.55441197,"deep"
272,"Prionospio (Minuspio) lighti","P426",27.82498934,"mid"
272,"Prionospio (Minuspio) lighti","P426",63.62194079,"shallow"
873,"Procampylaspis caenosa","P427",-30.86277411,"deep"
873,"Procampylaspis caenosa","P427",-28.01222969,"mid"
873,"Procampylaspis caenosa","P427",NA,"shallow"
337,"Proceraea sp","P428",NA,"deep"
337,"Proceraea sp","P428",-5.40650755,"mid"
337,"Proceraea sp","P428",NA,"shallow"
1183,"Proclea sp A","P429",NA,"deep"
1183,"Proclea sp A","P429",-58.22143263,"mid"
1183,"Proclea sp A","P429",NA,"shallow"
122,"Protodorvillea gracilis","P430",NA,"deep"
122,"Protodorvillea gracilis","P430",-1.107805428,"mid"
122,"Protodorvillea gracilis","P430",-9.264448583,"shallow"
570,"Protomedeia articulata Cmplx","P431",-13.02694685,"deep"
570,"Protomedeia articulata Cmplx","P431",-9.097478133,"mid"
570,"Protomedeia articulata Cmplx","P431",NA,"shallow"
1669,"Protomedeia sp","P431",-13.02694685,"deep"
1669,"Protomedeia sp","P431",-9.097478133,"mid"
1669,"Protomedeia sp","P431",NA,"shallow"
1677,"Callithaca tenerrima","P432",NA,"deep"
1677,"Callithaca tenerrima","P432",NA,"mid"
1677,"Callithaca tenerrima","P432",66.47244401,"shallow"
1992,"Leukoma staminea","P432",NA,"deep"
1992,"Leukoma staminea","P432",NA,"mid"
1992,"Leukoma staminea","P432",66.47244401,"shallow"
2247,"Leukoma laciniata","P432",NA,"deep"
2247,"Leukoma laciniata","P432",NA,"mid"
2247,"Leukoma laciniata","P432",66.47244401,"shallow"
908,"Pyromaia tuberculata","P433",NA,"deep"
908,"Pyromaia tuberculata","P433",40.27045143,"mid"
908,"Pyromaia tuberculata","P433",31.56964097,"shallow"
521,"Randallia ornata","P434",NA,"deep"
521,"Randallia ornata","P434",23.78594585,"mid"
521,"Randallia ornata","P434",18.51804734,"shallow"
2082,"Rhabdus rectius","P435",29.97804342,"deep"
2082,"Rhabdus rectius","P435",41.91850806,"mid"
2082,"Rhabdus rectius","P435",34.76501181,"shallow"
961,"Rhachotropis sp A","P436",37.45670292,"deep"
961,"Rhachotropis sp A","P436",-9.355088795,"mid"
961,"Rhachotropis sp A","P436",NA,"shallow"
1517,"Rhachotropis sp","P436",37.45670292,"deep"
1517,"Rhachotropis sp","P436",-9.355088795,"mid"
1517,"Rhachotropis sp","P436",NA,"shallow"
2495,"Rhachotropis barnardi","P436",37.45670292,"deep"
2495,"Rhachotropis barnardi","P436",-9.355088795,"mid"
2495,"Rhachotropis barnardi","P436",NA,"shallow"
2729,"Rhachotropis distincta","P436",37.45670292,"deep"
2729,"Rhachotropis distincta","P436",-9.355088795,"mid"
2729,"Rhachotropis distincta","P436",NA,"shallow"
2597,"Rhamphidonta retifera","P437",NA,"deep"
2597,"Rhamphidonta retifera","P437",63.50204832,"mid"
2597,"Rhamphidonta retifera","P437",NA,"shallow"
88,"Rhamphobrachium longisetosum","P438",NA,"deep"
88,"Rhamphobrachium longisetosum","P438",-17.79765067,"mid"
88,"Rhamphobrachium longisetosum","P438",NA,"shallow"
390,"Rhepoxynius abronius","P439",NA,"deep"
390,"Rhepoxynius abronius","P439",NA,"mid"
390,"Rhepoxynius abronius","P439",-33.46012403,"shallow"
441,"Rhepoxynius bicuspidatus","P440",-16.27075412,"deep"
441,"Rhepoxynius bicuspidatus","P440",-15.02171629,"mid"
441,"Rhepoxynius bicuspidatus","P440",12.52807444,"shallow"
1093,"Rhepoxynius heterocuspidatus","P441",NA,"deep"
1093,"Rhepoxynius heterocuspidatus","P441",5.504008029,"mid"
1093,"Rhepoxynius heterocuspidatus","P441",-8.131734036,"shallow"
1712,"Rhepoxynius lucubrans","P442",NA,"deep"
1712,"Rhepoxynius lucubrans","P442",-20.09270492,"mid"
1712,"Rhepoxynius lucubrans","P442",NA,"shallow"
555,"Rhepoxynius menziesi","P443",NA,"deep"
555,"Rhepoxynius menziesi","P443",11.25787477,"mid"
555,"Rhepoxynius menziesi","P443",-11.77401356,"shallow"
562,"Rhepoxynius stenodes","P444",NA,"deep"
562,"Rhepoxynius stenodes","P444",4.434070391,"mid"
562,"Rhepoxynius stenodes","P444",-2.414892347,"shallow"
463,"Rhepoxynius variatus","P445",NA,"deep"
463,"Rhepoxynius variatus","P445",-10.136769,"mid"
463,"Rhepoxynius variatus","P445",-30.81157703,"shallow"
171,"Rhodine bitorquata","P446",2.363907399,"deep"
171,"Rhodine bitorquata","P446",-20.80803768,"mid"
171,"Rhodine bitorquata","P446",NA,"shallow"
628,"Rictaxis punctocaelatus","P447",63.63993686,"deep"
628,"Rictaxis punctocaelatus","P447",76.76971664,"mid"
628,"Rictaxis punctocaelatus","P447",74.70224248,"shallow"
1937,"Rocinela angustata","P448",29.96827554,"deep"
1937,"Rocinela angustata","P448",NA,"mid"
1937,"Rocinela angustata","P448",NA,"shallow"
924,"Rudilemboides sp A","P449",NA,"deep"
924,"Rudilemboides sp A","P449",9.201324182,"mid"
924,"Rudilemboides sp A","P449",3.981677467,"shallow"
2159,"Rudilemboides stenopropodus","P449",NA,"deep"
2159,"Rudilemboides stenopropodus","P449",9.201324182,"mid"
2159,"Rudilemboides stenopropodus","P449",3.981677467,"shallow"
2198,"Rudilemboides sp","P449",NA,"deep"
2198,"Rudilemboides sp","P449",9.201324182,"mid"
2198,"Rudilemboides sp","P449",3.981677467,"shallow"
2320,"Rudilemboides sp HYP1","P449",NA,"deep"
2320,"Rudilemboides sp HYP1","P449",9.201324182,"mid"
2320,"Rudilemboides sp HYP1","P449",3.981677467,"shallow"
473,"Rutiderma sp","P450",-15.19649703,"deep"
473,"Rutiderma sp","P450",6.492889287,"mid"
473,"Rutiderma sp","P450",10.8896961,"shallow"
772,"Rutiderma rostratum","P450",-15.19649703,"deep"
772,"Rutiderma rostratum","P450",6.492889287,"mid"
772,"Rutiderma rostratum","P450",10.8896961,"shallow"
879,"Rutiderma lomae","P450",-15.19649703,"deep"
879,"Rutiderma lomae","P450",6.492889287,"mid"
879,"Rutiderma lomae","P450",10.8896961,"shallow"
2065,"Rutiderma rotundum","P450",-15.19649703,"deep"
2065,"Rutiderma rotundum","P450",6.492889287,"mid"
2065,"Rutiderma rotundum","P450",10.8896961,"shallow"
2138,"Rutiderma hartmanni","P450",-15.19649703,"deep"
2138,"Rutiderma hartmanni","P450",6.492889287,"mid"
2138,"Rutiderma hartmanni","P450",10.8896961,"shallow"
2222,"Rutiderma judayi","P450",-15.19649703,"deep"
2222,"Rutiderma judayi","P450",6.492889287,"mid"
